,id,Photo_ArchivalDate,Photo_Provenance,Photo_KHI_Classification,Photo_AcquisitionDate,Photo_Photographer,Art_id0,Art_id_sublevel0,Art_type0,Art_title0,Art_building_name0,Art_GeoStyle0,Art_ActualState0,Art_Artist0,Art_GeoLocation0,Art_Institution0,Art_PhysLocation_Geo0,Art_PhysLocation_Name0,Art_Date0,Art_id1,Art_id_sublevel1,Art_type1,Art_title1,Art_building_name1,Art_GeoStyle1,Art_ActualState1,Art_Artist1,Art_GeoLocation1,Art_Institution1,Art_PhysLocation_Geo1,Art_PhysLocation_Name1,Art_Date1,Art_id2,Art_id_sublevel2,Art_type2,Art_title2,Art_building_name2,Art_GeoStyle2,Art_ActualState2,Art_Artist2,Art_GeoLocation2,Art_Institution2,Art_PhysLocation_Geo2,Art_PhysLocation_Name2,Art_Date2
13629,13629,1912,"Bodmer, Heinrich",Mal. Bar.,vor 1912,unbekannt,70013155,,Bild,Andromeda,,,,"Furini, Francesco",Rom,"Galleria Nazionale d'Arte Antica, Palazzo Corsini",,,1625/1649,,,,,,,,,,,,,,,,,,,,,,,,,,
13629scan,13629scan,2023.03.22,,,"['vor 1912', '2022.10.04']","['unbekannt', 'Digitallabor KHI nach historischer Vorlage']",70013155,,Bild,Andromeda,,,,"Furini, Francesco",Rom,"Galleria Nazionale d'Arte Antica, Palazzo Corsini",,,1625/1649,,,,,,,,,,,,,,,,,,,,,,,,,,
131236,131236,1941.06.25,,Mal. Bar.,vor 1935,Anderson,70013155,,Bild,Andromeda,,,,"Furini, Francesco",Rom,"Galleria Nazionale d'Arte Antica, Palazzo Corsini",,,1625/1649,,,,,,,,,,,,,,,,,,,,,,,,,,
5220,5220,1906.01.20,,Mal. Ren.,,,07702806,,Bild,"Maria mit dem Kinde, Johannes dem Täufer und der heiligen Katharina",,,,"Palma, Jacopo (1480)",Dresden,Staatliche Kunstsammlungen Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13477,13477,1912,"Buerkel, Ludwig von",Mal. Ren.,1900,"Tamme, Rudolph",07702806,,Bild,"Maria mit dem Kinde, Johannes dem Täufer und der heiligen Katharina",,,,"Palma, Jacopo (1480)",Dresden,Staatliche Kunstsammlungen Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13477scan,13477scan,2022.11.23,,,"['1900', '2022.10.04']","['Tamme, Rudolph', 'Digitallabor KHI nach historischer Vorlage']",07702806,,Bild,"Maria mit dem Kinde, Johannes dem Täufer und der heiligen Katharina",,,,"Palma, Jacopo (1480)",Dresden,Staatliche Kunstsammlungen Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56691,56691,1929.07.09,"Bodmer-Bodmer, ? (Frau)",Mal. Ren.,,,07702806,,Bild,"Maria mit dem Kinde, Johannes dem Täufer und der heiligen Katharina",,,,"Palma, Jacopo (1480)",Dresden,Staatliche Kunstsammlungen Dresden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13482,13482,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1903,Hanfstaengl,70013131,,Bild,Frauenbildnis,,,,"Lotto, Lorenzo",,unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13482scan,13482scan,2023.03.06,,,"['vor 1903', '2022.10.04']","['Hanfstaengl', 'Digitallabor KHI nach historischer Vorlage']",70013131,,Bild,Frauenbildnis,,,,"Lotto, Lorenzo",,unbekannt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13558,13558,1912,"Buerkel, Ludwig von",Mal. Ren.,1899,unbekannt,07703013,,Bild,Kopf eines jungen Mannes mit rotem Barett,,,,Tizian,Frankfurt (Main),Städelsches Kunstinstitut und Städtische Galerie,,,1516,,,,,,,,,,,,,,,,,,,,,,,,,,
13558scan,13558scan,2022.11.24,,,"['1899', '2022.10.04']","['unbekannt', 'Digitallabor KHI nach historischer Vorlage']",07703013,,Bild,Kopf eines jungen Mannes mit rotem Barett,,,,Tizian,Frankfurt (Main),Städelsches Kunstinstitut und Städtische Galerie,,,1516,,,,,,,,,,,,,,,,,,,,,,,,,,
13564,13564,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1912,,07703025,,Bild,Bildnis eines bärtigen jungen Mannes,,,,Tizian,Berlin,Staatliche Museen zu Berlin - Preußischer Kulturbesitz,,,um 1525/1530,,,,,,,,,,,,,,,,,,,,,,,,,,
13564scan,13564scan,2022.11.24,,,"['vor 1912', '2022.10.04']","['Hanfstaengl', 'Digitallabor KHI nach historischer Vorlage']",07703025,,Bild,Bildnis eines bärtigen jungen Mannes,,,,Tizian,Berlin,Staatliche Museen zu Berlin - Preußischer Kulturbesitz,,,um 1525/1530,,,,,,,,,,,,,,,,,,,,,,,,,,
47511,47511,1927.11.06,"Gebhard, Fritz",Mal. Ren.,,,07703025,,Bild,Bildnis eines bärtigen jungen Mannes,,,,Tizian,Berlin,Staatliche Museen zu Berlin - Preußischer Kulturbesitz,,,um 1525/1530,,,,,,,,,,,,,,,,,,,,,,,,,,
122602,122602,1939.03.08,Museum,Mal. Ren.,,,07703025,,Bild,Bildnis eines bärtigen jungen Mannes,,,,Tizian,Berlin,Staatliche Museen zu Berlin - Preußischer Kulturbesitz,,,um 1525/1530,,,,,,,,,,,,,,,,,,,,,,,,,,
471590,471590,1990.02.09,"Heinemann, Fritz",Mal. Ren.,,"Steinkopf, Walter",07703025,,Bild,Bildnis eines bärtigen jungen Mannes,,,,Tizian,Berlin,Staatliche Museen zu Berlin - Preußischer Kulturbesitz,,,um 1525/1530,,,,,,,,,,,,,,,,,,,,,,,,,,
401299,401299,1982.08.26,,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,,,,,,,,,,,,,,,,,,,,,,,,,
37527,37527,1927.01.05,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,001",Gewölbebild,Gott scheidet Licht und Finsternis,,,,Raffael,,,,,,,,,,,,,,,,,,
33304,33304,1926.09.12,"Gebhard, Fritz",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,002",Gewölbebild,Gott scheidet Land und Wasser,,,,Raffael,,,,,,,,,,,,,,,,,,
33301,33301,1926.09.12,"Gebhard, Fritz",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,003",Gewölbebild,Gott erschafft die Gestirne,,,,Raffael,,,,,,,,,,,,,,,,,,
283398,283398,1972.12.19,,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,004",Gewölbebild,Erschaffung der Tiere,,,,,,,,,,,,,,,,,,,,,,
37544,37544,1927.01.05,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,004",Gewölbebild,Erschaffung der Tiere,,,,,,,,,,,,,,,,,,,,,,
13518,13518,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1899,Anderson,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,004",Gewölbebild,Erschaffung der Tiere,,,,,,,,,,,,,,,,,,,,,,
13518scan,13518scan,2022.11.24,,,"['vor 1899', '2022.10.04']","['Anderson', 'Digitallabor KHI nach historischer Vorlage']",07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,004",Gewölbebild,Erschaffung der Tiere,,,,,,,,,,,,,,,,,,,,,,
493885,493885,1992.11.20,Offner-Corpus,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,004",Gewölbebild,Erschaffung der Tiere,,,,,,,,,,,,,,,,,,,,,,
13516,13516,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1899,Anderson,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,005",Gewölbebild,Erschaffung Evas,,,,Raffael,,,,,,,,,,,,,,,,,,
13516scan,13516scan,2022.11.24,,,"['vor 1899', '2022.10.04']","['Anderson', 'Digitallabor KHI nach historischer Vorlage']",07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,005",Gewölbebild,Erschaffung Evas,,,,Raffael,,,,,,,,,,,,,,,,,,
37528,37528,1927.01.05,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,006",Gewölbebild,Der Sündenfall,,,,,,,,,,,,,,,,,,,,,,
37545,37545,1927.01.05,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,006",Gewölbebild,Der Sündenfall,,,,,,,,,,,,,,,,,,,,,,
283399,283399,1972.12.19,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,006",Gewölbebild,Der Sündenfall,,,,,,,,,,,,,,,,,,,,,,
13515,13515,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1899,Anderson,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,007",Gewölbebild,Vertreibung aus dem Paradies,,,,Raffael,,,,,,,,,,,,,,,,,,
13515scan,13515scan,2022.11.24,,,"['vor 1899', '2022.10.04']","['Anderson', 'Digitallabor KHI nach historischer Vorlage']",07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,007",Gewölbebild,Vertreibung aus dem Paradies,,,,Raffael,,,,,,,,,,,,,,,,,,
37529,37529,1927.01.05,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,008",Gewölbebild,Adam und Eva bei der Arbeit,,,,Raffael,,,,,,,,,,,,,,,,,,
543776,543776,1998.03.31,"Heikamp, Detlef",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,008",Gewölbebild,Adam und Eva bei der Arbeit,,,,Raffael,,,,,,,,,,,,,,,,,,
33300,33300,1926.09.12,"Gebhard, Fritz",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,009",Gewölbebild,Konstruktion der Arche,,,,,,,,,,,,,,,,,,,,,,
37546,37546,1927.01.05,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,009",Gewölbebild,Konstruktion der Arche,,,,,,,,,,,,,,,,,,,,,,
283400,283400,1972.12.19,,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,009",Gewölbebild,Konstruktion der Arche,,,,,,,,,,,,,,,,,,,,,,
33298,33298,1926.09.12,"Gebhard, Fritz",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,010",Gewölbebild,Die Sintflut,,,,,,,,,,,,,,,,,,,,,,
213806,213806,1966.08.19,"Donati, Pier Paolo",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,010",Gewölbebild,Die Sintflut,,,,,,,,,,,,,,,,,,,,,,
33330,33330,1926.09.12,"Gebhard, Fritz",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,011",Gewölbebild,Verlassen der Arche,,,,Raffael,,,,,,,,,,,,,,,,,,
33299,33299,1926.09.12,"Gebhard, Fritz",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,012",Gewölbebild,Dankopfer Noahs,,,,,,,,,,,,,,,,,,,,,,
33328,33328,1926.09.12,"Gebhard, Fritz",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,013",Gewölbebild,Abraham und Melchisedek,,,,Raffael,,,,,,,,,,,,,,,,,,
33327,33327,1926.09.12,"Gebhard, Fritz",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,014",Gewölbebild,Gottes Verheißung an Abraham,,,,Raffael,,,,,,,,,,,,,,,,,,
13522,13522,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1899,Anderson,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,015",Gewölbebild,Abraham und die drei Engel,,,,Raffael,,,,,,,,,,,,,,,,,,
13522scan,13522scan,2022.11.24,,,"['vor 1899', '2022.10.04']","['Anderson', 'Digitallabor KHI nach historischer Vorlage']",07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,015",Gewölbebild,Abraham und die drei Engel,,,,Raffael,,,,,,,,,,,,,,,,,,
13519,13519,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1899,Anderson,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,016",Gewölbebild,Lot und seine Familie fliehen,,,,,,,,,,,,,,,,,,,,,,
13519scan,13519scan,2022.11.24,,,"['vor 1899', '2022.10.04']","['Anderson', 'Digitallabor KHI nach historischer Vorlage']",07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,016",Gewölbebild,Lot und seine Familie fliehen,,,,,,,,,,,,,,,,,,,,,,
37547,37547,1927.01.05,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,016",Gewölbebild,Lot und seine Familie fliehen,,,,,,,,,,,,,,,,,,,,,,
283401,283401,1972.12.19,,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,016",Gewölbebild,Lot und seine Familie fliehen,,,,,,,,,,,,,,,,,,,,,,
37530,37530,1927.01.05,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,017",Gewölbebild,Gott erscheint Isaak,,,,Raffael,,,,,,,,,,,,,,,,,,
543775,543775,1998.03.31,"Heikamp, Detlef",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,017",Gewölbebild,Gott erscheint Isaak,,,,Raffael,,,,,,,,,,,,,,,,,,
33295,33295,1926.09.12,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,018",Gewölbebild,Abimelech sieht Isaak und Rebekka,,,,Raffael,,,,,,,,,,,,,,,,,,
543774,543774,1998.03.31,"Heikamp, Detlef",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,018",Gewölbebild,Abimelech sieht Isaak und Rebekka,,,,Raffael,,,,,,,,,,,,,,,,,,
33294,33294,1926.09.12,"Gebhard, Fritz",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,019",Gewölbebild,Isaak segnet Jakob,,,,Raffael,,,,,,,,,,,,,,,,,,
37531,37531,1927.01.05,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,020",Gewölbebild,Esau und Isaak,,,,,,,,,,,,,,,,,,,,,,
37548,37548,1927.01.05,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,020",Gewölbebild,Esau und Isaak,,,,,,,,,,,,,,,,,,,,,,
283402,283402,1972.12.19,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,020",Gewölbebild,Esau und Isaak,,,,,,,,,,,,,,,,,,,,,,
33293,33293,1926.09.12,"Gebhard, Fritz",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,021",Gewölbebild,Traum Jakobs,,,,Raffael,,,,,,,,,,,,,,,,,,
543773,543773,1998.03.31,"Heikamp, Detlef",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,021",Gewölbebild,Traum Jakobs,,,,Raffael,,,,,,,,,,,,,,,,,,
13523,13523,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1899,Anderson,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,022",Gewölbebild,Jakob und Rahel am Brunnen,,,,Raffael,,,,,,,,,,,,,,,,,,
13523scan,13523scan,2022.11.24,,,"['vor 1899', '2022.10.04']","['Anderson', 'Digitallabor KHI nach historischer Vorlage']",07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,022",Gewölbebild,Jakob und Rahel am Brunnen,,,,Raffael,,,,,,,,,,,,,,,,,,
33308,33308,1926.09.12,"Gebhard, Fritz",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,023",Gewölbebild,Jakob hält um Rahel an,,,,,,,,,,,,,,,,,,,,,,
37549,37549,1927.01.05,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,023",Gewölbebild,Jakob hält um Rahel an,,,,,,,,,,,,,,,,,,,,,,
283403,283403,1972.12.19,,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,023",Gewölbebild,Jakob hält um Rahel an,,,,,,,,,,,,,,,,,,,,,,
37532,37532,1927.01.05,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,024",Gewölbebild,Jakobs Reise nach Kanaan,,,,Raffael,,,,,,,,,,,,,,,,,,
255533,255533,1970.01.13,,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,024",Gewölbebild,Jakobs Reise nach Kanaan,,,,Raffael,,,,,,,,,,,,,,,,,,
13517,13517,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1899,Anderson,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,025",Gewölbebild,Joseph erzählt den Brüdern seine Träume,,,,,,,,,,,,,,,,,,,,,,
13517scan,13517scan,2022.11.24,,,"['vor 1899', '2022.10.04']","['Anderson', 'Digitallabor KHI nach historischer Vorlage']",07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,025",Gewölbebild,Joseph erzählt den Brüdern seine Träume,,,,,,,,,,,,,,,,,,,,,,
201638,201638,1964.12.15,,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,025",Gewölbebild,Joseph erzählt den Brüdern seine Träume,,,,,,,,,,,,,,,,,,,,,,
37550,37550,1927.01.05,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,025",Gewölbebild,Joseph erzählt den Brüdern seine Träume,,,,,,,,,,,,,,,,,,,,,,
283404,283404,1972.12.19,,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,025",Gewölbebild,Joseph erzählt den Brüdern seine Träume,,,,,,,,,,,,,,,,,,,,,,
201637/1,201637/1,1964.12.15,,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,026",Gewölbebild,Joseph wird nach Ägypten verkauft,,,,Raffael,,,,,,,,,,,,,,,,,,
201637/2,201637/2,1964.12.15,,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,027",Gewölbebild,Joseph und das Weib Potiphars,,,,Raffael,,,,,,,,,,,,,,,,,,
31538,31538,1926.04.15,,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,027",Gewölbebild,Joseph und das Weib Potiphars,,,,Raffael,,,,,,,,,,,,,,,,,,
13521,13521,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1899,Anderson,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,028",Gewölbebild,Joseph deutet Pharaos Träume,,,,,,,,,,,,,,,,,,,,,,
13521scan,13521scan,2022.11.24,,,"['vor 1899', '2022.10.04']","['Anderson', 'Digitallabor KHI nach historischer Vorlage']",07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,028",Gewölbebild,Joseph deutet Pharaos Träume,,,,,,,,,,,,,,,,,,,,,,
495228,495228,1993.02.02,"Licandro, Franca",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,028",Gewölbebild,Joseph deutet Pharaos Träume,,,,,,,,,,,,,,,,,,,,,,
13520,13520,1912,"Buerkel, Ludwig von",Mal. Ren.,vor 1899,Anderson,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,029",Gewölbebild,Auffindung des Mosesknaben,,,,Raffael,,,,,,,,,,,,,,,,,,
13520scan,13520scan,2022.11.24,,,"['vor 1899', '2022.10.04']","['Anderson', 'Digitallabor KHI nach historischer Vorlage']",07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,029",Gewölbebild,Auffindung des Mosesknaben,,,,Raffael,,,,,,,,,,,,,,,,,,
33292,33292,1926.09.12,"Gebhard, Fritz",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,030",Gewölbebild,Moses und der brennende Dornbusch,,,,,,,,,,,,,,,,,,,,,,
37551,37551,1927.01.05,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,030",Gewölbebild,Moses und der brennende Dornbusch,,,,,,,,,,,,,,,,,,,,,,
283405,283405,1972.12.19,,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,030",Gewölbebild,Moses und der brennende Dornbusch,,,,,,,,,,,,,,,,,,,,,,
37533,37533,1927.01.05,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,031",Gewölbebild,Der Zug durchs rote Meer,,,,Raffael,,,,,,,,,,,,,,,,,,
470215,470215,1989.11.24,"Hueck, Irene",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,031",Gewölbebild,Der Zug durchs rote Meer,,,,Raffael,,,,,,,,,,,,,,,,,,
37534,37534,1927.01.05,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,032",Gewölbebild,Quellwunder Mosis,,,,,,,,,,,,,,,,,,,,,,
203405/1,203405/1,1965.02.12,"Bader, Alfred",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,032",Gewölbebild,Quellwunder Mosis,,,,,,,,,,,,,,,,,,,,,,
37535,37535,1927.01.05,"Bodmer-Bodmer, D. (Frau)",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,033",Gewölbebild,Moses empfängt die Gesetzestafeln,,,,Raffael,,,,,,,,,,,,,,,,,,
203405/2,203405/2,1965.02.12,"Bader, Alfred",Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,033",Gewölbebild,Moses empfängt die Gesetzestafeln,,,,Raffael,,,,,,,,,,,,,,,,,,
31539,31539,1926.04.15,,Mal. Ren.,,,07503992,,Zyklus,Szenen zum Alten Testament,,,,Raffael,,,Vatikan,Palazzi Vaticani,1517-1519,,"07503992,T,034",Gewölbebild,Anbetung des goldenen Kalbes,,,,Raffael,,,,,,,,,,,,,,,,,,
